headline, published_at
(표) 톱10 코인 시세 (뉴욕시간 3월8일 오전 11시32분 기준),2018-03-09 01:37:00.000000
"日코인체크, 다음 주 말부터 NEM 해킹 피해자에 보상 시작",2018-03-09 02:19:00.000000
"[코인시황] 미주 암호화폐 시장, 3일째 큰폭 하락…비트코인, 9500선 하회",2018-03-09 03:40:00.000000
"리플 CEO, “SEC 발표에 대한 암호화폐 시장의 전일 반응은 과해”",2018-03-09 04:51:00.000000
"코인베이스, 기관 및 대외관계 강화위해 NYSE 금융전문가 영입",2018-03-09 05:34:00.000000
"[코인시황] 미주 암호화폐 시장, 3일째 하락…비트코인, 9500선 하회",2018-03-09 06:00:00.000000
"NEM 가격, 미주시장에서 10% 이상 급등…반등 랠리의 시작일까?",2018-03-09 06:32:00.000000
"[굿모닝 비트코인] 0309 비트코인, 여전히 1만선 밑돌아·코인체크 보상 계획에 NEM 급등",2018-03-09 06:34:00.000000
[코인 국내외 주요일정 – 3월 9일],2018-03-09 09:14:00.000000
리플 CEO “감독기관-암호화폐 업계 ‘평화’ 원해”,2018-03-09 09:32:00.000000
[이 시각 코인] 글로벌 암호화폐 거래량 순위(오전 9시35분),2018-03-09 09:35:00.000000
"[아이뉴스24 IT전략포럼] 윤하리 “블록체인, 금융권 다양한 사업에 적용될 것” – 신한은행 블록체인랩장",2018-03-09 10:10:00.000000
[아이뉴스24 IT전략포럼] 김경호 “GLN 플랫폼 활성화위해 블록체인 기술 사용할 것” – KEB 하나은행 Global Digital센터장,2018-03-09 10:15:00.000000
"日, 비트코인 고래 4300억원 매각",2018-03-09 10:16:00.000000
[아이뉴스24 IT전략포럼] 박재현 “블록체인 통해 진정한 공유경제 환경 만들 수 있어” – SK텔레콤 Former EVP 고문,2018-03-09 10:22:00.000000
[아이뉴스24 IT전략포럼] 박창기 “멈추지 않는 3세대 블록체인 만들 것” – 거번테크 회장,2018-03-09 10:26:00.000000
"前 트럼프 수석 전략가 “암호화폐, 중앙은행 필요 없게 만들어”",2018-03-09 10:30:00.000000
"[아이뉴스24 IT전략포럼] 김승연 “블록체인, 게임시장에서 새로운 가치 제공할 것” – 미탭스플러스 대표",2018-03-09 10:30:00.000000
"윙클보스 형제, 제미니 거래소 BCH·LTC 상장 예고",2018-03-09 10:32:00.000000
"[아이뉴스24 IT전략포럼] 이경전 “IoT, 블록체인과 암호화폐의 중요한 응용분야 될 것” – 경희대학교 경영대학 교수",2018-03-09 10:34:00.000000
[아이뉴스24 IT전략포럼] 안필용 “블록체인 적용 유스케이스 중 50% 금융 산업 집중” – LG CNS 블록체인 TF 총괄 책임,2018-03-09 10:40:00.000000
"[아이뉴스24 IT전략포럼] 성기운 “기업향 블록체인, 데이터 기록시 고속처리·즉각적 확정성 중요” – 삼성SDS 블록체인연구팀 프로",2018-03-09 10:45:00.000000
"美의회, 다음주 ICO 주제로 청문회 열어",2018-03-09 11:15:00.000000
"마이클 위원장, “블록체인 이제 여성에 주목할 때”",2018-03-09 11:38:00.000000
"시에라리온, ‘세계 최초’로 블록체인 활용해 대선 치뤄",2018-03-09 12:18:00.000000
"맥아피 “北, 암호화폐 거래소 사칭해 해킹 시도”",2018-03-09 13:06:00.000000
"소프트뱅크, 국내 블록체인 투자기업과 손잡아",2018-03-09 13:41:00.000000
"끝없는 비트코인 추락, 그 이유는?",2018-03-09 14:30:00.000000
"[아이뉴스24 IT전략포럼] 최훈 “블록체인, 여러 산업에 활용 가능한 잠재력 커” – 금융위원회 금융서비스국장",2018-03-09 14:46:00.000000
"EU, 핀테크 연구소로 암호화폐 규제 정립 박차",2018-03-09 14:56:00.000000
"[아이뉴스24 IT전략포럼] 김형주 “2018년, 블록체인 기술 상용화 될 것” – 한국블록체인산업진흥협회 이사장",2018-03-09 15:05:00.000000
"[아이뉴스24 IT전략포럼] 블록미디어, IT전략포럼 동반자…최창환 대표는 격려사, 명정선 CCO는 사회자로",2018-03-09 15:33:00.000000
[운명의 코인을 찾아서(20)] 비트코인 캐시(BCH),2018-03-09 16:21:00.000000
"“비트코인, 2만9천달러까지 오를 운명”",2018-03-09 16:59:00.000000
(표) 톱10 코인 시세 (뉴욕시간 3월9일 오전 11시58분 기준),2018-03-10 02:03:00.000000
"[코인시황] 미주 암호화폐 시장, 4일째 하락세 이어가…비트코인, 9000선도 하회",2018-03-10 03:17:00.000000
"비트코인, 9000달러도 하회…매도 압박 경계감이 부담",2018-03-10 04:24:00.000000
"월가 분석가, 비트코인 매수 시점 보여주는 새로운 ‘고통지수(BMI)’ 선보여",2018-03-10 05:50:00.000000
"[뉴욕 코인시황/마감] 비트코인, 4일째 하락하며 9000선도 하회…매도 압박 경계감 지속",2018-03-10 06:21:00.000000
"암호화폐 담보 대출 서비스 등장, 암호화폐 가치 인정의 신호탄",2018-03-11 00:27:00.000000
"미 CFTC 전 의장, 암호화폐 ‘거품’ 쉽게 꺼지지 않을 것이라 예측.",2018-03-11 00:57:00.000000
"[코인시황] 암호화폐, 이번주 시장 하락세의 원인은? 매도 압박 지속 중.",2018-03-11 08:49:00.000000
"마이크로소프트, 매일 40만 건이 넘는 암호화폐 대상 공격을 차단.",2018-03-11 11:26:00.000000
[시황+] 미투(#Me Too)에 사로잡힌 비트코인…일찍 일어나는 새가 피곤하다,2018-03-11 12:51:00.000000
[굿모닝 비트코인] 0312 비트코인 9천선 회복·상위 코인 동반 상승,2018-03-12 06:40:00.000000
[코인 국내외 주요일정 – 3월 12일],2018-03-12 09:05:00.000000
[이 시각 코인] 글로벌 암호화폐 거래량 순위(오전 9시30분),2018-03-12 09:30:00.000000
[ICO 열풍①] IPO보다 ICO?…올해는 더 ‘맑음’ 전망,2018-03-12 11:10:00.000000
"[동영상뉴스] 부테린, 플라즈마 업그레이드 제시 “해킹에도 안전”",2018-03-12 11:29:00.000000
"시에라리온, 블록체인 활용 대선 ‘성공적’",2018-03-12 11:48:00.000000
"[동영상뉴스] 마운트곡스, 추가 물량 매각은 언제?…’9월 이후’",2018-03-12 12:08:00.000000
"해킹범 잡아라…바이낸스, 현상금 2억원 걸었다",2018-03-12 12:44:00.000000
"[동영상뉴스] G20 미리보기, 각국 규제 현황",2018-03-12 12:45:00.000000
[인포그래픽]비트코인 시대를 끝낼 암호화폐는?,2018-03-12 13:04:00.000000
"中인민은행 총재 “암호화폐, 벼락부자 되는 헛된 환상 심어줘”",2018-03-12 15:26:00.000000
오늘 오전 장 승자는?…비트코인캐시 11% ↑,2018-03-12 16:31:00.000000
"美코인베이스, 가상화폐 인덱스펀드 개발",2018-03-12 19:20:00.000000
(표) 톱10 코인 시세 (뉴욕시간 3월12일 오전 11시50분 기준),2018-03-13 00:54:00.000000
EU는 에너지 소비가 크다는 이유로 비트코인 채굴 막을 수 없어 – EU 집행위 관계자,2018-03-13 02:20:00.000000
[뉴욕 코인시황/장중] 주요 코인 대부분 하락…비트코인 1.4% 내린 9298달러,2018-03-13 03:16:00.000000
"이더리움 기반 이더(ETH), 美 기관 투자자들의 거래망에 한발 더 다가서",2018-03-13 05:14:00.000000
"[뉴욕 코인시황] 암호화폐, 후장에 낙폭키우며 큰폭 하락…비트코인은 7% 내리며 9천선 하회",2018-03-13 05:42:00.000000
[굿모닝 비트코인] 비트코인 1만선 앞두고 ‘또 하락’·NEM 피해자 보상 개시되며 5% 상승,2018-03-13 06:30:00.000000
[코인 국내외 주요일정 – 3월 13일],2018-03-13 09:09:00.000000
[이 시각 코인] 글로벌 암호화폐 거래량 순위(오전 9시30분),2018-03-13 09:30:00.000000
"골드만삭스, 비트코인 2월 저점 경신 가능",2018-03-13 09:55:00.000000
"“비트코인, 金과 같은 규제 받아야”",2018-03-13 10:53:00.000000
"인도 G20 셰르파, “암호화폐 전면 금지해야”",2018-03-13 11:01:00.000000
"넴코인 해커, “5억개 중 40%세탁 완료”",2018-03-13 13:16:00.000000
"국제결제은행 “CBDC, 대규모 인출사태 낳을 수 있어”",2018-03-13 13:45:00.000000
[동영상뉴스] 비트코인 1만달러 돌파 = 하락장 시작,2018-03-13 14:05:00.000000
"[인터뷰] 피터, 젠더 CEO “무비체인(Moviechain)으로 넷플릭스(Netflix)를 뛰어 넘고 싶다”",2018-03-13 14:30:00.000000
[비트코인 용어(14)] 불트랩과 베어트랩,2018-03-13 15:21:00.000000
투자 고수는 커뮤니티 심리에 주목한다…심리지수 잇따라 등장,2018-03-13 15:32:00.000000
[인포그래픽] ICO 탄생과 역사,2018-03-13 17:47:00.000000
"글로스퍼 암호화폐 하이콘, 英 프리미어리그 경기 중 배너 광고로 ‘깜짝’ 등장",2018-03-13 17:49:00.000000
"[운명의 코인을 찾아서(21)] 최초의 익명성코인, 바이트코인(BCN)",2018-03-13 18:31:00.000000
"[동영상뉴스] “80% 기업, 비용 절감 위해 암호화폐 도입 원해”",2018-03-13 22:30:00.000000
"[ICO 열풍]②스위스·싱가포르, 글로벌 ICO시장 ‘선점’",2018-03-13 23:58:00.000000
(표) 톱10 코인 시세 (뉴욕시간 3월13일 오전 12시8분 기준),2018-03-14 01:13:00.000000
"[뉴욕 코인시황/장중] 암호화폐, 약세장 이어져…그러나 낙폭은 크지 않아",2018-03-14 02:32:00.000000
"바이낸스, 탈중앙화된 거래소(DEX)와 공공 블록체인 선보일 계획",2018-03-14 04:04:00.000000
"NEM 가격, 주요 코인들 하락세에도 15%나 급등",2018-03-14 05:08:00.000000
"[뉴욕 코인시황] 암호화폐, 약세장 이어가…NEM은 나홀로 급등",2018-03-14 05:33:00.000000
"IMF 총재, 블록체인 기술로 암호화폐 추적하며 ‘불에는 불로 맞서야’",2018-03-14 06:13:00.000000
[굿모닝 비트코인] 0314 규제 압박 속 비트코인 하락·NEM 급등 랠리 지속,2018-03-14 06:32:00.000000
"글로벌 암호화폐 거래량, 1월 고점 대비 75% ↓",2018-03-14 06:36:00.000000
[코인 국내외 주요일정 – 3월 14일],2018-03-14 09:03:00.000000
[이 시각 코인] 글로벌 암호화폐 거래량 순위(오전 9시20분),2018-03-14 09:23:00.000000
찰스 호스킨슨 “가상화폐 90% 도태될 것”,2018-03-14 09:42:00.000000
G20 재무장관회의 “암호화폐 규제” 주요 논의 예정,2018-03-14 10:27:00.000000
내한 앞둔 리플 CEO … “XRP활용 스타트업에 투자 늘릴 것”,2018-03-14 10:33:00.000000
"나스닥 상장 기업 마라톤, 비트코인 이슈에 ‘롤로코스터’",2018-03-14 10:58:00.000000
"모네로, 하드포크 지연 소식에 30%↓ …2주 뒤 상승 전망",2018-03-14 11:18:00.000000
"윙클보스 형제, 세계 향해 “새로운 제안”",2018-03-14 11:44:00.000000
"리플 CEO, “리플이 가진 세계관 공유 위해 한국 방문” – 기자회견 中",2018-03-14 13:39:00.000000
"英·EU, 코인베이스에 “전자화폐 자격” 부여",2018-03-14 16:15:00.000000
"리플 CEO, “리플 시세, 3~5년 바라보면 스스로 오를 것” [종합]",2018-03-14 16:29:00.000000
"[동영상뉴스] 리플 CEO 방한, 한국에 전하는 메시지는?",2018-03-14 16:58:00.000000
"한국 “ICO, 일정 조건 하에서 허용”",2018-03-14 17:49:00.000000
[운명의 코인을 찾아서(22)] 비트코인 골드(BTG),2018-03-14 18:09:00.000000
"크립토칼리버, 에덴체인 ICO 평가 83점 부여… “장기적인 잠재력 돋보여”",2018-03-14 18:14:00.000000
(표) 톱10 코인 시세 (뉴욕시간 3월14일 오전 11시54분 기준),2018-03-15 01:01:00.000000
"[뉴욕 코인시황/장중] 암호화폐, 약세장 지속…추가 매도 압박 가능성 제기돼",2018-03-15 02:16:00.000000
비트코인 ‘버블’ 곧 터질 것 – 알리안츠 글로벌 인베스터즈 보고서,2018-03-15 03:58:00.000000
"[뉴욕 코인시황] 암호화폐, 장 후반 낙폭 키우며 큰폭 하락…비트코인은 1개월 최저치 기록",2018-03-15 05:42:00.000000
[굿모닝 비트코인] 0315 페북 이어 구글도 암호화폐 광고 6월부터 중단…비트코인 8% ↓,2018-03-15 06:33:00.000000
"구글, 6월부터 ICO 광고금지..왜?",2018-03-15 07:29:00.000000
[코인 국내외 주요일정 – 3월 15일],2018-03-15 09:25:00.000000
[이 시각 코인] 글로벌 암호화폐 거래량 순위(오전 9시45분),2018-03-15 09:50:00.000000
"英 거래소, ‘비트코인 인도 방식’ 선물거래 최초 출시",2018-03-15 10:31:00.000000
"[동영상뉴스] IMF, G20에 “암호화폐 규제 꼭 해야”",2018-03-15 10:35:00.000000
"빗썸, 결제 플랫폼 ‘비트페이’와 파트너 협약",2018-03-15 11:32:00.000000
"美 상원, 암호화폐 페트로 맹비난 … “범죄행위”",2018-03-15 12:02:00.000000
"인도네시아 비트코인 투자자 규모, 주식시장 넘어선다",2018-03-15 12:49:00.000000
"비트코인, 8천선 이탈…IMF·구글·알리안츠 보고서까지 악재 겹쳐",2018-03-15 13:34:00.000000
"한국의 ‘퓨어체인’, CBDC 앞당길까",2018-03-15 13:49:00.000000
"日 “G20, 너무 엄격한 규제는 옳지 않아”",2018-03-15 14:17:00.000000
"코인베이스, 美 청문회서 “규제기관이 혁신 저해하고 있다”",2018-03-15 14:40:00.000000
"소프트, 하드에 이어 ‘벨벳 포크’?",2018-03-15 15:58:00.000000
"[PRESS] ENT 엔터테인먼트 체인, ‘연예산업 스마트 컨텐츠 블록체인 솔루션’ 발표",2018-03-15 17:21:00.000000
(표) 톱10 코인 시세 (뉴욕시간 3월15일 오전 11시29분 기준),2018-03-16 00:34:00.000000
"블록체인에 긍정적이던 신임 대만중앙銀 총재, 중앙은행의 암호화폐 발행에 신중",2018-03-16 01:42:00.000000
"[뉴욕 코인시황/장중] 암호화폐, 급락세 지속…비트코인, 8천선 힘겹게 지켜가",2018-03-16 02:49:00.000000
"월렛 스타트업 Abra, 서비스 암호화폐 2개에서 20개로 확대",2018-03-16 03:54:00.000000
"中 공영 투자그룹, 자국내 블록체인 개발 위한 펀딩센터 설립 추진",2018-03-16 05:22:00.000000
"[뉴욕 코인시황] 암호화폐, 초반 급락세 극복하며 낙폭 크게 줄여…비트코인, 8300달러선 회복",2018-03-16 06:02:00.000000
"[굿모닝 비트코인] 0316 비트코인, 8천선은 회복…2020년 9만1천선 간다?",2018-03-16 06:39:00.000000
"억만장자 헤지펀드 알랜 하워드, 개인적으로 암호화폐에 투자",2018-03-16 06:55:00.000000
[코인 국내외 주요일정 – 3월 16일],2018-03-16 09:20:00.000000
[이 시각 코인] 글로벌 암호화폐 거래량 순위(오전 9시40분),2018-03-16 09:39:00.000000
펀드스트랫 “단기적으로는 6천선 무너질 것…연말 목표가는 2만5천 제시”,2018-03-16 09:46:00.000000
"[동영상뉴스] G20, 암호화폐 관련 일정은?…두차례 논의 예정",2018-03-16 10:17:00.000000
블록체인 확장성 해결할 ‘라이트닝 네트워크’ 상용화에 한 발짝,2018-03-16 10:37:00.000000
"암호화폐 범죄, “온라인 넘어 오프라인으로”",2018-03-16 10:57:00.000000
"한국 암호화폐 거래소 3곳, 횡령 혐의로 압수수색",2018-03-16 11:18:00.000000
"‘보안’ 강조 버지코인, 트위터 해킹 당해",2018-03-16 11:22:00.000000
"비트코인 채굴, 손익분기점 이르러…현재 시세는?",2018-03-16 11:48:00.000000
"구글·페이스북 광고금지, 암호화폐 견제때문?",2018-03-16 13:46:00.000000
[운명의 코인을 찾아서(23)] 퀀텀(QTUM),2018-03-16 14:47:00.000000
[운명의 코인을 찾아서(24)] 넴(NEM),2018-03-16 15:19:00.000000
페이팔 창업자 “비트코인은 온라인의 ‘金’ 될 것”,2018-03-16 15:45:00.000000
프랑스도 암호화폐 규제 강화…블랙리스트 사이트 지정,2018-03-16 16:36:00.000000
"캐나다왕립은행, 블록체인 기반 신용등급 시스템 개발",2018-03-16 18:38:00.000000
[동영상뉴스]”비트코인 $2800까지 떨어질수도”… 데드크로스 다가와,2018-03-16 18:48:00.000000
(표) 톱10 코인 시세 (뉴욕시간 3월16일 오전 11시52분 기준),2018-03-17 00:56:00.000000
"뉴욕주 플래츠버그시, 미국내 처음으로 18개월간 암호화폐 채굴 금지",2018-03-17 02:27:00.000000
"[뉴욕 코인시황/장중] 암호화폐, 반등세 보여…비트코인, 8500달러선",2018-03-17 03:15:00.000000
"VEN/BNB/NEM, 변동성 장세 속 이번주 두각 나타내",2018-03-17 05:38:00.000000
"[뉴욕 코인시황] 암호화폐, 소폭의 반등세 보여…비트코인, 8500달러선 회복",2018-03-17 05:55:00.000000
"[코인시황] 암호화폐 시장 큰 폭의 하락, 비트코인 8천선 두고 치열한 공방.",2018-03-18 08:30:00.000000
[시황+] 가상화폐 자금 강남으로..강남 로또 아파트 광풍,2018-03-18 14:43:00.000000
